mode,device,level,index,split,sec_per_iter,comm_gb,calls,comm_time_sec,comm_fraction,bw_mbps,flops,acc1,pred,y_true
mpc,cpu,0,0,val,1286.4851076602936,10.486991927027702,3481,18.77552080154419,0.014594433071744514,200.0,,,,0
mpc,cpu,1,0,val,1321.3689892292023,11.385308787226677,3481,19.017434120178223,0.014392220700798885,200.0,,,,0
mpc,cpu,2,0,val,1362.4230499267578,12.323176428675652,3481,18.197201251983643,0.013356498374687584,200.0,,,,0
mpc,cpu,3,0,val,1426.3731060028076,13.300594851374626,3481,21.792458057403564,0.015278231176465177,200.0,,,,0
mpc,cpu,4,0,val,1494.6079738140106,14.3175640553236,3481,22.56313467025757,0.0150963564128993,200.0,,,,0
