mode,device,level,index,split,sec_per_iter,comm_gb,calls,comm_time_sec,comm_fraction,bw_mbps,flops,acc1,pred,y_true
mpc,cpu,0,0,val,1262.4005997180939,10.486991927027702,3481,17.332999229431152,0.013730189318114849,200.0,,,,0
mpc,cpu,1,0,val,1310.2232196331024,11.385308787226677,3481,16.511337518692017,0.012601927115377816,200.0,,,,0
mpc,cpu,2,0,val,1363.2013709545135,12.323176428675652,3481,17.566847562789917,0.012886465592746294,200.0,,,,0
mpc,cpu,3,0,val,1399.335012435913,13.300594851374626,3481,18.86691641807556,0.013482773067496323,200.0,,,,0
mpc,cpu,4,0,val,1438.987785577774,14.3175640553236,3481,17.66695213317871,0.012277346833826792,200.0,,,,0
