mode,device,level,index,split,sec_per_iter,comm_gb,calls,flops,acc1,pred,y_true
mpc,cpu,0,0,val,888.4155330657959,10.486991927027702,3481,,,,0
mpc,cpu,1,0,val,919.1674997806549,11.385308787226677,3481,,,,0
mpc,cpu,2,0,val,967.799553155899,12.323176428675652,3481,,,,0
mpc,cpu,3,0,val,964.2568964958191,13.300594851374626,3481,,,,0
mpc,cpu,4,0,val,914.0479843616486,14.3175640553236,3481,,,,0
