mode,device,level,index,split,sec_per_iter,acc1,pred,y_true,comm_gb,calls,flops
plain,cuda,0,0,val,0.006318187713623047,1.0,0,0,0.0,0,4608338304.0
plain,cuda,1,0,val,0.0069255828857421875,1.0,0,0,0.0,0,7067620320.0
plain,cuda,2,0,val,0.00677337646484375,1.0,0,0,0.0,0,10049781312.0
plain,cuda,3,0,val,0.00682528018951416,0.0,394,0,0.0,0,13554821280.0
plain,cuda,4,0,val,0.0068267822265625,1.0,0,0,0.0,0,17582740224.0
