mode,bw_mbps,level,index,split,build_time_sec,forward_time_sec,comm_time_sec,non_comm_time_sec,comm_gb,calls
mpc_stage_profile,200.0,3,0,val,30.493961379863322,1426.3731060028076,21.792458057403564,1404.580647945404,13.300594851374626,3481
