mode,bw_mbps,level,index,split,build_time_sec,forward_time_sec,comm_time_sec,non_comm_time_sec,comm_gb,calls
mpc_stage_profile,200.0,4,0,val,26.043108043726534,1494.6079738140106,22.56313467025757,1472.044839143753,14.3175640553236,3481
