mode,bw_mbps,level,index,split,build_time_sec,forward_time_sec,comm_time_sec,non_comm_time_sec,comm_gb,calls
mpc_stage_profile,200.0,2,0,val,28.74380793888122,1362.4230499267578,18.197201251983643,1344.2258486747742,12.323176428675652,3481
