mode,bw_mbps,level,index,split,build_time_sec,forward_time_sec,comm_time_sec,non_comm_time_sec,comm_gb,calls
mpc_stage_profile,200.0,0,0,val,29.632293046917766,1286.4851076602936,18.77552080154419,1267.7095868587494,10.486991927027702,3481
