mode,bw_mbps,level,index,split,build_time_sec,forward_time_sec,comm_time_sec,non_comm_time_sec,comm_gb,calls
mpc_stage_profile,500.0,3,0,val,32.852770910132676,1076.1867501735687,23.241129636764526,1052.9456205368042,13.300594851374626,3481
