mode,bw_mbps,level,index,split,build_time_sec,forward_time_sec,comm_time_sec,non_comm_time_sec,comm_gb,calls
mpc_stage_profile,500.0,4,0,val,27.689246694091707,1112.3934988975525,24.327014923095703,1088.0664839744568,14.3175640553236,3481
