mode,bw_mbps,level,index,split,build_time_sec,forward_time_sec,comm_time_sec,non_comm_time_sec,comm_gb,calls
mpc_stage_profile,500.0,2,0,val,32.499069961952046,1072.110783815384,23.462687969207764,1048.6480958461761,12.323176428675652,3481
