mode,bw_mbps,level,index,split,build_time_sec,forward_time_sec,comm_time_sec,non_comm_time_sec,comm_gb,calls
mpc_stage_profile,500.0,1,0,val,30.490475963102654,1044.1357505321503,25.359212398529053,1018.7765381336212,11.385308787226677,3481
