mode,bw_mbps,level,index,split,build_time_sec,forward_time_sec,comm_time_sec,non_comm_time_sec,comm_gb,calls
mpc_stage_profile,0.0,1,0,val,27.838602751959115,935.611171245575,33.22942519187927,902.3817460536957,11.385308787226677,3481
