mode,bw_mbps,level,index,split,build_time_sec,forward_time_sec,comm_time_sec,non_comm_time_sec,comm_gb,calls
mpc_stage_profile,0.0,3,0,val,30.67783571383916,969.7490234375,36.449196100234985,933.299827337265,13.300594851374626,3481
