mode,bw_mbps,level,index,split,build_time_sec,forward_time_sec,comm_time_sec,non_comm_time_sec,comm_gb,calls
mpc_stage_profile,0.0,4,0,val,26.108436568873003,989.8509910106659,38.976911544799805,950.8740794658661,14.3175640553236,3481
