mode,bw_mbps,level,index,split,build_time_sec,forward_time_sec,comm_time_sec,non_comm_time_sec,comm_gb,calls
mpc_stage_profile,0.0,2,0,val,30.107063642935827,982.5403926372528,37.93685245513916,944.6035401821136,12.323176428675652,3481
