mode,device,level,index,split,sec_per_iter,comm_gb,calls,comm_time_sec,comm_fraction,bw_mbps,flops,acc1,pred,y_true
mpc,cpu,0,0,val,899.4446847438812,10.486991927027702,3481,31.16244602203369,0.03464631738960942,0.0,,,,0
mpc,cpu,1,0,val,911.4862289428711,11.385308787226677,3481,30.377623081207275,0.03332757217455585,0.0,,,,0
mpc,cpu,2,0,val,889.4723041057587,12.323176428675652,3481,32.404366970062256,0.0364310016405068,0.0,,,,0
mpc,cpu,3,0,val,913.4502651691437,13.300594851374626,3481,32.02933120727539,0.03506412163703791,0.0,,,,0
mpc,cpu,4,0,val,917.8431115150452,14.3175640553236,3481,30.60019040107727,0.033339238500757304,0.0,,,,0
